SENTENCE_ID	RELATION_ID	SENTENCE	ARGUMENT_1	ARGUMENT_1_CATEGORY	RELATION	ARGUMENT_2	ARGUMENT_2_CATEGORY
20	5	o aumento de a temperatura em a antártida durante o último século foi de 1,2°c , por o menos o dobro de a média em o resto de o planeta , que ficou entre 0,2°c e 0,6°c , segundo o ipcc ( painel_intergovernamental_de_mudança_climática , órgão de a onu ) .	painel_intergovernamental_de_mudança_climática	ORG	o aumento de a temperatura em a antártida durante o último século foi de 1,2°c , por o menos o dobro de a média em o resto de o planeta , que ficou entre 0,2°c e 0,6°c , segundo o ipcc ( painel_intergovernamental_de_mudança_climática , órgão de a onu )	onu	ORG
22	1	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	gilson_rambelli	PER	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) restos de de ou 16 , de a	museu_de_arqueologia_e_etnologia	ORG
22	2	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	flávio_rizzi	PER	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) restos de de ou 16 , de a	museu_de_arqueologia_e_etnologia	ORG
22	3	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	museu_de_arqueologia_e_etnologia	ORG	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) restos de de ou 16 , de a	mae	ORG
22	4	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	museu_de_arqueologia_e_etnologia	ORG	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) restos de de ou 16 , de a	usp	ORG
22	5	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	mae	ORG	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) restos de de ou 16 , de a	usp	ORG
22	6	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	paulo_bava_de_camargo	PER	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) restos de de ou 16 , de a	museu_de_arqueologia_e_etnologia	ORG
22	7	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	gilson_rambelli	PER	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu_de_arqueologia_e_etnologia ( mae ) de a usp ) restos de de ou 16 , de a	mae	ORG
22	8	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu de arqueologia e etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	paulo_bava_de_camargo	PER	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu de arqueologia e etnologia ( mae ) de a ) de de ou 16 , de a	mae	ORG
22	9	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu de arqueologia e etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	flávio_rizzi	PER	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu de arqueologia e etnologia ( mae ) de a ) de de ou 16 , de a	mae	ORG
22	10	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu de arqueologia e etnologia ( mae ) de a usp ) acharam mesmo restos de um ou dois navios antigos , possivelmente portugueses de os século 15 ou 16 , de a chamada tradição ibero-atlântica .	gilson_rambelli	PER	os brasileiros ( gilson_rambelli , paulo_bava_de_camargo e flávio_rizzi , pesquisadores de o museu de arqueologia e etnologia ( mae ) de a ) de de ou 16 , de a	usp	ORG
26	1	esse vírus é antigo e é uma zoonose , diz o virologista paolo_zanotto , de a usp , que está preparando um diagnóstico molecular de a pneumonia .	paolo_zanotto	PER	esse vírus é antigo e é uma zoonose , diz o virologista paolo_zanotto , de a usp , preparando um diagnóstico molecular de a	usp	ORG
27	1	isso é tudo o que esperam órgãos como os institutos_nacionais_de_saúde ( nih ) de os eua , que correm atrás_de uma vacina para a doença .	institutos_nacionais_de_saúde	ORG	é o que esperam órgãos como os institutos_nacionais_de_saúde ( nih ) de os eua , que correm atrás_de uma vacina para a	nih	ORG
27	2	isso é tudo o que esperam órgãos como os institutos_nacionais_de_saúde ( nih ) de os eua , que correm atrás_de uma vacina para a doença .	institutos_nacionais_de_saúde	ORG	é o que esperam órgãos como os institutos_nacionais_de_saúde ( nih ) de os eua , que correm atrás_de uma vacina para a	eua	PLC
27	3	isso é tudo o que esperam órgãos como os institutos_nacionais_de_saúde ( nih ) de os eua , que correm atrás de uma vacina para a doença .	nih	ORG	é o que esperam órgãos como os institutos_nacionais_de_saúde ( nih ) de os eua , que correm atrás de uma vacina para a	eua	PLC
28	4	as análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os eua , uma brasileira que integrou a equipe que identificou o vírus .	teresa_peret	PER	as análises feitas com diferentes genes sequenciados até o momento indicam que esse um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os a	cdc	ORG
28	5	as análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os eua , uma brasileira que integrou a equipe que identificou o vírus .	cdc	ORG	as análises feitas com diferentes genes sequenciados até o momento indicam que esse um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os a	centros_para_controle_e_prevenção_de_doenças	ORG
28	6	as análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os eua , uma brasileira que integrou a equipe que identificou o vírus .	cdc	ORG	as análises feitas com diferentes genes sequenciados até o momento indicam que esse um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os a	eua	PLC
28	7	as análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os eua , uma brasileira que integrou a equipe que identificou o vírus .	centros_para_controle_e_prevenção_de_doenças	ORG	as análises feitas com diferentes genes sequenciados até o momento indicam que esse um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os a	eua	PLC
28	9	as análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os eua , uma brasileira que integrou a equipe que identificou o vírus .	teresa_peret	PER	as análises feitas com diferentes genes sequenciados até o momento indicam que esse um recombinante , disse a a folha a médica teresa_peret , de os cdc ( centros_para_controle_e_prevenção_de_doenças ) de os a	centros_para_controle_e_prevenção_de_doenças	ORG
37	1	para greg_laden , de a universidade_de_minnesota , e richard_wrangham , de a universidade_harvard , raízes , tubérculos e outros usos ( sigla em inglês para órgãos subterrâneos de armazenamento de as plantas ) permitiram que os primeiros hominídeos , como são conhecidos os ancestrais de o homem , saíssem de a mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás .	greg_laden	PER	para greg_laden , de a universidade_de_minnesota , e richard_wrangham , de a universidade_harvard , raízes , usos ( sigla em inglês para órgãos subterrâneos de armazenamento de as ) os ancestrais de o , saíssem de a partir de milhões de	universidade_de_minnesota	ORG
37	5	para greg_laden , de a universidade_de_minnesota , e richard_wrangham , de a universidade_harvard , raízes , tubérculos e outros usos ( sigla em inglês para órgãos subterrâneos de armazenamento de as plantas ) permitiram que os primeiros hominídeos , como são conhecidos os ancestrais de o homem , saíssem de a mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás .	richard_wrangham	PER	para greg_laden , de a universidade_de_minnesota , e richard_wrangham , de a universidade_harvard , raízes , usos ( sigla em inglês para órgãos subterrâneos de armazenamento de as ) os ancestrais de o , saíssem de a partir de milhões de	universidade_harvard	ORG
38	1	a estimativa anterior , de a onu ( organização_das_nações_unidas ) , calculava em meio bilhão o número de indivíduos expostos atualmente a o problema .	onu	ORG	a estimativa anterior , de a onu ( organização_das_nações_unidas ) , calculava em meio bilhão o número de indivíduos expostos atualmente a o	organização_das_nações_unidas	ORG
39	1	o trabalho foi coordenado por o geocientista charles_vörösmarty , de a universidade_de_new_hampshire , em os estados_unidos .	charles_vörösmarty	PER	o foi coordenado por o geocientista charles_vörösmarty , de a universidade_de_new_hampshire , em os estados_unidos .	universidade_de_new_hampshire	ORG
39	2	o trabalho foi coordenado por o geocientista charles_vörösmarty , de a universidade_de_new_hampshire , em os estados_unidos .	universidade_de_new_hampshire	ORG	o foi coordenado por o geocientista charles_vörösmarty , de a universidade_de_new_hampshire , em os estados_unidos .	estados_unidos	PLC
40	1	a demanda aumenta de forma drástica em o mundo todo , afirmou o especialista em recursos hídricos josé_galizia_tundisi , de o instituto_internacional_de_ecologia , em são_carlos ( sp ) .	josé_galizia_tundisi	PER	a demanda aumenta de forma drástica em o mundo todo , afirmou o especialista em recursos hídricos josé_galizia_tundisi , de o instituto_internacional_de_ecologia , em são_carlos ( sp )	instituto_internacional_de_ecologia	ORG
40	2	a demanda aumenta de forma drástica em o mundo todo , afirmou o especialista em recursos hídricos josé_galizia_tundisi , de o instituto_internacional_de_ecologia , em são_carlos ( sp ) .	instituto_internacional_de_ecologia	ORG	a demanda aumenta de forma drástica em o mundo todo , afirmou o especialista em recursos hídricos josé_galizia_tundisi , de o instituto_internacional_de_ecologia , em são_carlos ( sp )	são_carlos	PLC
40	3	a demanda aumenta de forma drástica em o mundo todo , afirmou o especialista em recursos hídricos josé_galizia_tundisi , de o instituto_internacional_de_ecologia , em são_carlos ( sp ) .	instituto_internacional_de_ecologia	ORG	a demanda aumenta de forma drástica em o mundo todo , afirmou o especialista em recursos hídricos josé_galizia_tundisi , de o instituto_internacional_de_ecologia , em são_carlos ( sp )	sp	PLC
42	1	pesquisadores de a universidade_de_michigan em ann_arbor , em os estados_unidos , sugerem que os olhos de asiáticos tendem a ver uma imagem em o seu conjunto , prestando tanto atenção a o que está em primeiro plano quanto em o fundo , enquanto os americanos demoram mais o olhar em o objeto central de um quadro .	universidade_de_michigan	ORG	pesquisadores de a universidade_de_michigan em ann_arbor , em os estados_unidos , sugerem que os olhos de asiáticos tendem a ver uma imagem em o , atenção a o que está em plano quanto em o o olhar em o objeto central de	ann_arbor	PLC
42	2	pesquisadores de a universidade_de_michigan em ann_arbor , em os estados_unidos , sugerem que os olhos de asiáticos tendem a ver uma imagem em o seu conjunto , prestando tanto atenção a o que está em primeiro plano quanto em o fundo , enquanto os americanos demoram mais o olhar em o objeto central de um quadro .	universidade_de_michigan	ORG	pesquisadores de a universidade_de_michigan em ann_arbor , em os estados_unidos , sugerem que os olhos de asiáticos tendem a ver uma imagem em o , atenção a o que está em plano quanto em o o olhar em o objeto central de	estados_unidos	PLC
46	1	depois de esse período , quem sobreviver será levado a o zôo de san_diego , onde viverá com seus colegas de espécie .	zôo	ORG	depois de esse período , quem sobreviver será levado a o zôo de san_diego , onde viverá com seus colegas de espécie	san_diego	PLC
48	1	o achado foi apresentado por mark_mattson , de o instituto_nacional_do_envelhecimentos de os eua , durante a 170ª reunião anual de a aaas ( associação_americana_para_o_avanço_da_ciência ) , em seattle , em o noroeste de os estados_unidos .	mark_mattson	PER	o achado foi apresentado por mark_mattson , de o instituto_nacional_do_envelhecimentos de os eua , durante a 170ª reunião anual de a aaas ( associação_americana_para_o_avanço_da_ciência ) , em seattle , em o noroeste de os	instituto_nacional_do_envelhecimentos	ORG
48	2	o achado foi apresentado por mark_mattson , de o instituto_nacional_do_envelhecimentos de os eua , durante a 170ª reunião anual de a aaas ( associação_americana_para_o_avanço_da_ciência ) , em seattle , em o noroeste de os estados_unidos .	instituto_nacional_do_envelhecimentos	ORG	o achado foi apresentado por mark_mattson , de o instituto_nacional_do_envelhecimentos de os eua , durante a 170ª reunião anual de a aaas ( associação_americana_para_o_avanço_da_ciência ) , em seattle , em o noroeste de os	eua	PLC
49	1	por outro lado , diz benjamin_wolozin , de o centro_médico_da_universidade_loyola ( chicago , eua ) , o local onde as moléculas de colesterol se abrigam em a membrana é também a região em a qual estão as enzimas ( moléculas que aceleram reações químicas ) responsáveis por produzir a beta-amilóide .	benjamin_wolozin	PER	por outro lado , diz benjamin_wolozin , de o centro_médico_da_universidade_loyola ( chicago , eua ) , o local onde as moléculas de colesterol se abrigam em a membrana é também a região em a as ) responsáveis por produzir a	centro_médico_da_universidade_loyola	ORG
49	2	por outro lado , diz benjamin_wolozin , de o centro_médico_da_universidade_loyola ( chicago , eua ) , o local onde as moléculas de colesterol se abrigam em a membrana é também a região em a qual estão as enzimas ( moléculas que aceleram reações químicas ) responsáveis por produzir a beta-amilóide .	centro_médico_da_universidade_loyola	ORG	por outro lado , diz benjamin_wolozin , de o centro_médico_da_universidade_loyola ( chicago , eua ) , o local onde as moléculas de colesterol se abrigam em a membrana é também a região em a as ) responsáveis por produzir a	chicago	PLC
49	3	por outro lado , diz benjamin_wolozin , de o centro_médico_da_universidade_loyola ( chicago , eua ) , o local onde as moléculas de colesterol se abrigam em a membrana é também a região em a qual estão as enzimas ( moléculas que aceleram reações químicas ) responsáveis por produzir a beta-amilóide .	centro_médico_da_universidade_loyola	ORG	por outro lado , diz benjamin_wolozin , de o centro_médico_da_universidade_loyola ( chicago , eua ) , o local onde as moléculas de colesterol se abrigam em a membrana é também a região em a as ) responsáveis por produzir a	eua	PLC
56	1	é uma descoberta e tanto , disse o psicólogo césar_ades , de a usp , especialista em comportamento de aranhas .	césar_ades	PER	é uma descoberta e tanto , disse o psicólogo césar_ades , de a usp , especialista em comportamento de	usp	ORG
62	1	o estudo , feito por pesquisadores de o imperial_college , em londres , mostra que , além disso isso , elas são capazes de originar outro tipo de célula ( células hepáticas ) dentro do o organismo humano .	imperial_college	ORG	o estudo , feito por pesquisadores de o imperial_college , em londres , mostra que , , capazes de tipo de ( ) do o	londres	PLC
64	2	o trabalho de someya e seus colegas está publicado em a última edição de a revista de a academia_de_ciências de os eua , a pnas ( www.pnas.org ) .	academia_de_ciências	ORG	o trabalho de someya e seus colegas está publicado em a última edição de a revista de a academia_de_ciências de os eua , a pnas ( www.pnas.org )	eua	PLC
66	1	é o caso de schuyler_korban , de a universidade_de_illinois ( eua ) .	schuyler_korban	PER	é o caso de schuyler_korban , de a universidade_de_illinois ( eua ) .	universidade_de_illinois	ORG
66	2	é o caso de schuyler_korban , de a universidade_de_illinois ( eua ) .	universidade_de_illinois	ORG	é o caso de schuyler_korban , de a universidade_de_illinois ( eua ) .	eua	PLC
69	3	os estudos são bancados por a fapesp ( fundação_de_amparo_à_pesquisa_do_estado_de_são_paulo ) e por o cnpq ( conselho_nacional_de_desenvolvimento_científico_e_tecnológico ) .	cnpq	ORG	os estudos são bancados por a fapesp ( fundação_de_amparo_à_pesquisa_do_estado_de_são_paulo ) e por o cnpq ( conselho_nacional_de_desenvolvimento_científico_e_tecnológico )	conselho_nacional_de_desenvolvimento_científico_e_tecnológico	ORG
69	4	os estudos são bancados por a fapesp ( fundação_de_amparo_à_pesquisa_do_estado_de_são_paulo ) e por o cnpq ( conselho_nacional_de_desenvolvimento_científico_e_tecnológico ) .	fapesp	ORG	os estudos são bancados por a fapesp ( fundação_de_amparo_à_pesquisa_do_estado_de_são_paulo ) e por o cnpq ( conselho_nacional_de_desenvolvimento_científico_e_tecnológico )	fundação_de_amparo_à_pesquisa_do_estado_de_são_paulo	ORG
74	1	bioantropólogo de a universidade_macmaster , em o canadá , está prestes a investigar a relação entre neandertais e humanos modernos olhando não para seus crânios , mas para o que eles defecavam , e para as moléculas que podem contar a história de eles , ocultas ali dentro .	universidade_macmaster	ORG	bioantropólogo de a universidade_macmaster , em o canadá , está prestes a investigar a relação entre neandertais e contar a história de	canadá	ORG
80	1	em oito anos , detectamos mais de 300 eventos , graças ao nosso sistema de calibragem de os dados de satélite , conta douglas_revelle , de o laboratório_nacional_de_los_alamos , um de os autores de o estudo , que está publicado em a edição de hoje de a revista britânica nature classentity ( www.nature.com ) .	douglas_revelle	PER	em oito anos , detectamos mais de 300 eventos , graças ao nosso sistema de calibragem de os dados de satélite , conta douglas_revelle , de o laboratório_nacional_de_los_alamos , um de os autores de o estudo , que está publicado em a edição de hoje de a classentity (	laboratório_nacional_de_los_alamos	ORG
81	1	esses corpos medidos em metros são interessantes cientificamente , mas não oferecem absolutamente nenhum perigo a os humanos , diz robert_jedicke , de a universidade_do_arizona , escolhido por a nature para comentar o estudo .	robert_jedicke	PER	esses corpos medidos em metros são interessantes cientificamente , nenhum perigo a os , diz robert_jedicke , de a universidade_do_arizona , escolhido por a nature para comentar o	universidade_do_arizona	ORG
93	1	o navio trazia compensados de madeira exportados por a selvaplac , subsidiária brasileira de um grupo de a malásia .	selvaplac	ORG	o navio trazia compensados de madeira exportados por a selvaplac , subsidiária brasileira de um grupo de a malásia	malásia	PLC
105	1	é também o quénia , ao lado de a nigéria , que se incendeia , diz moncef_kaabi , de a natixis , é também a turquia , com as operações contra os separatistas curdos em o norte , justificando que mercados como o de o petróleo traduzem a inquietação e a incerteza de os investidores .	moncef_kaabi	PER	é também o quénia , ao lado de a nigéria , que se incendeia , diz moncef_kaabi , de a natixis , é também a turquia , com as contra os separatistas curdos em o mercados como o de o petróleo traduzem a inquietação e a incerteza de	natixis	ORG
108	1	pcp de braga promove lanche e intervenção política ; a comissão_concelhia_de_braga_do_pcp promove sábado um lanche e uma intervenção política , que vão decorrer em o centro_de_trabalho de o pcp .	pcp	ORG	pcp de braga promove lanche e intervenção política ; a , que vão decorrer em o centro_de_trabalho de o	braga	PLC
119	1	situada dentro de um parqued de 6 acres e somente a alguns minutos de o aeroporto internacional e de a cidade , a estância_de_cinco_estrelas_martino é o lugar mais conveniente para se ficar em a costa_rica para umas férias agradáveis , e o lugar ideal a partir de o qual você pode viajar por todo o país .	estância_de_cinco_estrelas_martino	ORG	situada dentro de um parqued de 6 acres e somente a alguns minutos de o aeroporto internacional e de a cidade , a estância_de_cinco_estrelas_martino é o conveniente para se ficar em a o ideal a partir de pode viajar por	costa_rica	PLC
120	2	de as agências internacionais ; o governo de a rússia vai apoiar uma ação de a otan contra as posições sérvias ao redor de sarajevo como último recurso , para defender as tropas de a onu , disse ontem o chanceler andrei_kozirev .	sarajevo	PLC	de as agências internacionais ; o governo de a rússia vai apoiar uma ação de a otan contra as posições sérvias ao redor de sarajevo como último recurso , para defender as tropas de a , o	onu	ORG
120	3	de as agências internacionais ; o governo de a rússia vai apoiar uma ação de a otan contra as posições sérvias ao redor de sarajevo como último recurso , para defender as tropas de a onu , disse ontem o chanceler andrei_kozirev .	rússia	ORG	de as agências internacionais ; o governo de a rússia vai apoiar uma ação de a otan contra as posições sérvias ao redor de sarajevo como último recurso , para defender as tropas de a , o	otan	ORG
126	1	apesar de o veto , o guaraná_power , feito em colaboração com a cooperativa_de_agricultores de a região_de_maués , em a amazônia , chegou a ser distribuído em museus e em a própria vermelho , durante a bienal .	cooperativa_de_agricultores	ORG	apesar de o veto , o guaraná_power , feito em colaboração com a cooperativa_de_agricultores de a região_de_maués , em a amazônia , chegou a ser distribuído em museus e em a própria vermelho , durante a	região_de_maués	PLC
127	1	em o próximo sábado , a as 16h , ronaldo_lemos , diretor de o creative_commons em o brasil , irá participar de um debate com os membros de o superflex , em a vermelho , e logo após será realizada uma gincana intitulada free_beer_pub_quiz , em a qual participantes receberão prêmios a o responderem questões sobre propriedade intelectual e direitos autorais .	creative_commons	ORG	em o próximo sábado , a as 16h , ronaldo_lemos , diretor de o creative_commons em o brasil , irá participar de um debate com os membros de o superflex , em a vermelho , e intitulada free_beer_pub_quiz , em a a	brasil	PLC
127	2	em o próximo sábado , a as 16h , ronaldo_lemos , diretor de o creative_commons em o brasil , irá participar de um debate com os membros de o superflex , em a vermelho , e logo após será realizada uma gincana intitulada free_beer_pub_quiz , em a qual participantes receberão prêmios a o responderem questões sobre propriedade intelectual e direitos autorais .	ronaldo_lemos	PER	em o próximo sábado , a as 16h , ronaldo_lemos , diretor de o creative_commons em o brasil , irá participar de um debate com os membros de o superflex , em a vermelho , e intitulada free_beer_pub_quiz , em a a	creative_commons	ORG
134	1	o conselho_europeu_metodista reuniu em o passado mês de setembro em stuttgart , alemanha .	conselho_europeu_metodista	ORG	o conselho_europeu_metodista reuniu em o passado mês de setembro em stuttgart , alemanha .	stuttgart	PLC
135	1	( bispo_sifredo ) - carta a o primeiro_ministro - a paz precisa de uma oportunidade - manifesto_ecuménico_jovem contra a guerra - world_council_of_churches - wars can not be won , only peace can - world_alliance_of_reformed_churches condena a guerra em o iraque departamentos_federação de mulheres_juventude_comissões_evangelização e educ . liturgia .	world_alliance_of_reformed_churches	ORG	( bispo_sifredo ) - carta a o primeiro_ministro - a paz precisa de uma oportunidade - manifesto_ecuménico_jovem contra a a guerra em o departamentos_federação de e	iraque	PLC
139	1	a abertura de o evento contou com a presença de fernando_gomes , presidente de a câmara_municipal_do_porto , e de o vereador wan_chun , em representação de sales_marques , presidente de o leal_senado , a qual foi enriquecida com um pequeno concerto em que os instrumentistas wong_on_yuen e antónio_ferro , tocando ehru e viola-baixo , respectivamente , interpretaram várias peças editadas em o disco compacto sinais_de_yuanju .	fernando_gomes	PER	a abertura de o evento contou com a presença de fernando_gomes , presidente de a câmara_municipal_do_porto , e de o vereador wan_chun , em representação de sales_marques , presidente de o leal_senado , a com pequeno concerto em editadas em	câmara_municipal_do_porto	ORG
